Date,Energy Required (MU),Energy Met (MU),Energy +/- (MU),Genco Thermal,Genco Hydel,Genco Total,CGS and Purchases,IPPS (GAS),NCEs & Others,AP Share of TGISTS,Grand Total,Reversible Pump Consumption,Unrestricted Peak Demand (MW),Deficit/Surplus (MW)
02-May-12,255.639,241.185,-14.454,103.643,5.276,108.919,77.106,42.752,12.408,0,241.185,0,12099,-1000
03-May-12,258.47,243.37,-15.1,106.255,3.748,110.003,79.273,41.374,12.72,0,243.37,0,12219,-1500
04-May-12,261.393,247.449,-13.944,106.153,6.527,112.68,82.753,39.385,12.631,0,247.449,0,11693,-1000
05-May-12,252.866,237.919,-14.947,95.295,5.334,100.629,85.987,39.256,12.047,0,237.919,0,11636,-1000
06-May-12,250.566,236.528,-14.038,95.862,4.494,100.356,86.762,38.017,11.393,0,236.528,0,11133,-700
07-May-12,258.248,236.157,-22.091,97.358,5.867,103.225,83.502,37.397,12.033,0,236.157,0,11475,-900
08-May-12,263.541,242.967,-20.574,101.951,6.609,108.56,84.904,37.426,12.077,0,242.967,0,11403,-1000
09-May-12,266.493,248.327,-18.166,106.344,4.334,110.678,81.923,43.587,12.139,0,248.327,0,11481,-800
10-May-12,254.416,236.666,-17.75,101.765,3.633,105.398,74.886,43.818,12.564,0,236.666,0,11354,-1000
11-May-12,254.027,236.816,-17.211,100.465,5.82,106.285,79.03,38.853,12.648,0,236.816,0,11360,-1100
12-May-12,256.962,238.865,-18.097,97.571,4.516,102.087,84.858,39.27,12.65,0,238.865,0,11084,-700
13-May-12,238.803,225.786,-13.017,93.234,4.644,97.878,78.65,37.319,11.939,0,225.786,0,10908,-800
14-May-12,262.773,241.248,-21.525,102.997,5.581,108.578,82.48,38.389,11.801,0,241.248,0,11574,-1000
15-May-12,263.833,243.112,-20.721,103.931,3.997,107.928,83.011,39.863,12.31,0,243.112,0,11484,-1000
16-May-12,259.041,239.14,-19.901,103.633,5.056,108.689,79.335,38.775,12.341,0,239.14,0,11554,-1000
17-May-12,264.371,246.022,-18.349,106.606,5.559,112.165,80.212,41.066,12.579,0,246.022,0,11822,-1000
18-May-12,267.596,246.477,-21.119,104.914,6.428,111.342,81.785,40.698,12.652,0,246.477,0,11890,-1200
19-May-12,262.897,233.51,-29.387,105.854,6.348,112.202,76.12,32.372,12.816,0,233.51,0,11479,-1000
20-May-12,258.687,229.435,-29.252,99.525,5.299,104.824,82.24,29.654,12.717,0,229.435,0,11617,-1600
21-May-12,271.894,234.723,-37.171,95.382,6.856,102.238,90.629,29.621,12.235,0,234.723,0,12294,-2000
22-May-12,279.686,243.195,-36.491,103.762,6.915,110.677,88.322,32.559,11.637,0,243.195,0,12148,-1800
23-May-12,276.753,243.188,-33.565,102.741,6.633,109.374,87.72,34.581,11.513,0,243.188,0,11689,-1300
24-May-12,274.711,247.281,-27.43,104.656,5.86,110.516,88.649,36.782,11.334,0,247.281,0,11857,-1300
25-May-12,271.717,244.05,-27.667,105.424,5.932,111.356,84.72,36.437,11.537,0,244.05,0,11407,-1000
26-May-12,268.904,238.141,-30.763,103.239,6.75,109.989,85.017,31.005,12.13,0,238.141,0,11546,-1300
27-May-12,260.872,239.711,-21.161,103.611,6.831,110.442,87.6,29.126,12.543,0,239.711,0,11669,-1500
28-May-12,267.995,239.307,-28.688,104.048,7.299,111.347,86.57,29.003,12.387,0,239.307,0,11832,-1500
29-May-12,273.322,244.963,-28.359,104.977,6.176,111.153,87.704,33.765,12.341,0,244.963,0,12707,-2000
30-May-12,275.958,243.124,-32.834,100.572,7.899,108.471,86.66,36.311,11.682,0,243.124,0,11871,-1400
31-May-12,274.938,236.113,-38.825,105.766,6.538,112.304,80.883,31.641,11.285,0,236.113,0,11816,-1500
01-Jun-12,274.57,225.473,-49.097,103.168,5.354,108.522,77.256,29.753,9.942,0,225.473,0,11439,-2000
02-Jun-12,270.43,225.921,-44.509,103.972,4.705,108.677,76.097,30.539,10.608,0,225.921,0,12123,-2000
03-Jun-12,271.587,232.139,-39.448,105.476,4.35,109.826,77.176,33.995,11.142,0,232.139,0,11275,-1300
04-Jun-12,271.41,232.346,-39.064,107.299,5.331,112.63,78.41,29.49,11.816,0,232.346,0,11685,-1500
05-Jun-12,275.584,233.667,-41.917,104.6,5.521,110.121,79.599,32.077,11.87,0,233.667,0,12277,-2000
06-Jun-12,273.103,245.824,-27.279,106.412,4.792,111.204,86.152,36.671,11.797,0,245.824,0,12138,-1500
07-Jun-12,277.301,243.733,-33.568,106.459,6.545,113.004,87.454,31.952,11.323,0,243.733,0,11826,-1000
08-Jun-12,270.416,237.599,-32.817,106.665,5.081,111.746,85.842,29.43,10.581,0,237.599,0,11814,-1550
09-Jun-12,263.011,234.349,-28.662,103.844,5.454,109.298,81.28,32.993,10.778,0,234.349,0,11843,-1600
10-Jun-12,248.256,221.208,-27.048,92.753,6.912,99.665,77.14,32.714,11.689,0,221.208,0,11062,-1500
11-Jun-12,264.548,227.333,-37.215,102.138,5.563,107.701,77.009,30.952,11.671,0,227.333,0,11897,-2000
12-Jun-12,263.724,221.975,-41.749,102.848,5.671,108.519,70.456,31.322,11.678,0,221.975,0,11551,-2100
13-Jun-12,261.45,222.263,-39.187,103.471,4.435,107.906,69.299,33.41,11.648,0,222.263,0,11796,-2100
14-Jun-12,263.232,220.651,-42.581,100.302,5.459,105.761,71.592,31.281,12.017,0,220.651,0,11912,-2300
15-Jun-12,263.546,219.861,-43.685,97.732,5.723,103.455,73.05,31.888,11.468,0,219.861,0,11395,-2100
16-Jun-12,263.173,223.429,-39.744,98.415,4.646,103.061,76.38,32.535,11.453,0,223.429,0,11467,-1700
17-Jun-12,231.763,213.155,-18.608,95.704,2.679,98.383,70.927,32.017,11.828,0,213.155,0,10661,-800
18-Jun-12,206.827,195.69,-11.137,84.502,3.87,88.372,65.05,30.294,11.974,0,195.69,0,10054,-800
19-Jun-12,208.616,201.105,-7.511,86.667,4.297,90.964,38.854,23.398,47.889,0,201.105,0,9477,-300
20-Jun-12,213.936,204.322,-9.614,88.735,3.984,92.719,52.05,29.637,29.916,0,204.322,0,9638,-400
21-Jun-12,225.71,210.311,-15.399,93.835,4.883,98.718,71.824,29.578,10.191,0,210.311,0,10148,-900
22-Jun-12,234.109,209.889,-24.22,95.458,4.563,100.021,71.746,27.356,10.766,0,209.889,0,10504,-1500
23-Jun-12,238.243,210.533,-27.71,97.202,4.541,101.743,70.376,28.613,9.801,0,210.533,0,10415,-1400
24-Jun-12,238.323,209.474,-28.849,97.346,4.194,101.54,69.62,28.355,9.959,0,209.474,0,10358,-1500
25-Jun-12,250.453,215.21,-35.243,97.69,3.951,101.641,72.963,30.257,10.349,0,215.21,0,9668,-400
26-Jun-12,241.245,217.75,-23.495,95.055,4.133,99.188,76.667,30.786,11.109,0,217.75,0,9898,-600
27-Jun-12,244.139,215.542,-28.597,92.807,4.592,97.399,76.207,30.889,11.047,0,215.542,0,10838,-1500
28-Jun-12,250.724,211.069,-39.655,92.583,3.626,96.209,78.3,26.506,10.054,0,211.069,0,11288,-2000
29-Jun-12,252.314,216.314,-36,97.926,4.507,102.433,74.81,27.933,11.138,0,216.314,0,11405,-2000
30-Jun-12,248.001,208.118,-39.883,94.564,6.811,101.375,67.418,28.603,10.722,0,208.118,0,11439,-2000
01-Jul-12,235.487,212.048,-23.439,93.042,7.344,100.386,70.027,32.79,8.845,0,212.048,0,11209,-2000
02-Jul-12,239.8,204.347,-35.453,96.199,7.02,103.219,62.986,29.397,8.745,0,204.347,0,10830,-2000
03-Jul-12,246.982,209.783,-37.199,99.244,6.549,105.793,64.685,30.653,8.652,0,209.783,0,10636,-1500
04-Jul-12,252.951,217.515,-35.436,102.352,7.234,109.586,70.342,27.779,9.808,0,217.515,0,11222,-2000
05-Jul-12,255.555,215.11,-40.445,102.832,7.655,110.487,70.149,25.668,8.806,0,215.11,0,11148,-1800
06-Jul-12,263.798,214.535,-49.263,99.011,5.737,104.748,72.37,28.085,9.332,0,214.535,0,11516,-2200
07-Jul-12,261.607,215.7,-45.907,94.148,5.849,99.997,75.529,29.834,10.34,0,215.7,0,11342,-2200
08-Jul-12,253.109,215.696,-37.413,98.622,4.761,103.383,72.168,30.956,9.189,0,215.696,0,11204,-2000
09-Jul-12,250.139,215.835,-34.304,97.457,5.789,103.246,71.303,31.707,9.579,0,215.835,0,11508,-2000
10-Jul-12,253.08,215.674,-37.406,98.479,5.054,103.533,69.965,33.168,9.008,0,215.674,0,11428,-2000
11-Jul-12,261.763,214.518,-47.245,99.46,4.697,104.157,68.207,32.199,9.955,0,214.518,0,11239,-2000
12-Jul-12,267.463,207.77,-59.693,98.39,4.951,103.341,67.743,27.418,9.268,0,207.77,0,10972,-2000
13-Jul-12,265.562,211.711,-53.851,99.105,4.15,103.255,71.282,26.828,10.346,0,211.711,0,11313,-2200
14-Jul-12,258.094,211.041,-47.053,97.945,4.959,102.904,70.27,27.602,10.265,0,211.041,0,11104,-2000
15-Jul-12,243.596,211.763,-31.833,93.456,6.061,99.517,72.09,30.455,9.701,0,211.763,0,11400,-2000
16-Jul-12,240.852,205.436,-35.416,94.894,4.799,99.693,68.55,27.436,9.757,0,205.436,0,10652,-1800
17-Jul-12,247.36,209.314,-38.046,97.62,3.648,101.268,71.039,27.126,9.881,0,209.314,0,10864,-1750
18-Jul-12,242.756,201.651,-41.105,93.876,5.248,99.124,70.078,23.173,9.276,0,201.651,0,10712,-2000
19-Jul-12,244.338,201.164,-43.174,93.467,4.24,97.707,69.713,23.834,9.91,0,201.164,0,10548,-1800
20-Jul-12,237.74,200.869,-36.871,88.199,4.205,92.404,71.589,26.177,10.699,0,200.869,0,10873,-1800
21-Jul-12,225.796,202.405,-23.391,89.13,3.066,92.196,74.713,25.436,10.06,0,202.405,0,10061,-1000
22-Jul-12,221.755,210.436,-11.319,90.61,4.405,95.015,76.8,29.424,9.197,0,210.436,0,9936,-600
23-Jul-12,248.055,209.361,-38.694,92.665,6.194,98.859,74.65,25.295,10.557,0,209.361,0,11204,-2000
24-Jul-12,255.048,211.684,-43.364,93.583,4.738,98.321,75.194,27.435,10.734,0,211.684,0,11201,-2000
25-Jul-12,250.132,205.164,-44.968,95.091,6.335,101.426,69.026,25.594,9.118,0,205.164,0,11194,-2000
26-Jul-12,250.057,200.629,-49.428,95.109,5.459,100.568,66.881,24.027,9.153,0,200.629,0,11048,-2400
27-Jul-12,251.197,200.071,-51.126,86.345,6.125,92.47,70.757,26.509,10.335,0,200.071,0,10903,-2200
28-Jul-12,251.607,206.6,-45.007,94.413,4.827,99.24,70.507,26.55,10.303,0,206.6,0,10918,-2000
29-Jul-12,245.03,205.842,-39.188,88.385,2.944,91.329,72.888,31.138,10.487,0,205.842,0,10723,-1700
30-Jul-12,245.524,209.855,-35.669,91.761,4.192,95.953,73.497,29.111,11.294,0,209.855,0,11299,-2000
31-Jul-12,248.4,203.082,-45.318,90.787,5.298,96.085,68.061,27.276,11.66,0,203.082,0,11366,-2300
01-Aug-12,249.731,202.828,-46.903,92.051,4.027,96.078,72.007,25.571,9.172,0,202.828,0,11470,-2400
02-Aug-12,257.956,212.067,-45.889,95.292,3.454,98.746,77.011,26.776,9.534,0,212.067,0,11361,-2000
03-Aug-12,249.759,204.877,-44.882,89.943,5.042,94.985,76.791,22.262,10.839,0,204.877,0,11141,-1900
04-Aug-12,242.677,205.656,-37.021,88.438,4.43,92.868,79.15,23.709,9.929,0,205.656,0,11010,-1800
05-Aug-12,243.155,207.954,-35.201,88.688,6.197,94.885,77.069,25.921,10.079,0,207.954,0,10992,-1800
06-Aug-12,245.171,208.771,-36.4,90.98,3.966,94.946,77.231,25.533,11.061,0,208.771,0,10673,-1500
07-Aug-12,252.85,210.905,-41.945,94.227,5.352,99.579,77.549,22.215,11.562,0,210.905,0,10991,-1800
08-Aug-12,261.428,218.014,-43.414,92.338,4.05,96.388,85.927,24.005,11.694,0,218.014,0,11476,-2000
09-Aug-12,267.184,220.627,-46.557,96.183,4.382,100.565,81.546,27.026,11.49,0,220.627,0,11885,-2200
10-Aug-12,257.62,213.142,-44.478,88.826,5.323,94.149,82.144,25.29,11.559,0,213.142,0,11844,-2500
11-Aug-12,260.056,215.365,-44.691,87.904,5.275,93.179,82.114,28.837,11.235,0,215.365,0,12029,-2300
12-Aug-12,252.052,220.499,-31.553,89.308,8.609,97.917,84.126,28.107,10.349,0,220.499,0,11503,-1800
13-Aug-12,259.74,223.379,-36.361,89.02,9.546,98.566,85.956,28.296,10.561,0,223.379,0,11306,-1500
14-Aug-12,261.979,217.43,-44.549,88.386,9.814,98.2,84.081,23.697,11.452,0,217.43,0,11595,-2000
15-Aug-12,269.205,224.115,-45.09,89.569,9.31,98.879,91.807,22.898,10.531,0,224.115,0,11543,-2000
16-Aug-12,265.068,215.514,-49.554,91.747,9.225,100.972,78.286,25.996,10.26,0,215.514,0,11929,-2000
17-Aug-12,269.036,204.404,-64.632,85.028,7.462,92.49,78.103,22.428,11.383,0,204.404,0,11463,-2500
18-Aug-12,270.861,205.611,-65.25,82.798,7.769,90.567,85.325,19.955,9.764,0,205.611,0,11538,-2700
19-Aug-12,275.102,207.877,-67.225,86.267,5.619,91.886,83.669,21.969,10.353,0,207.877,0,11314,-2400
20-Aug-12,275.194,207.991,-67.203,89.383,7.677,97.06,77.906,23.278,9.747,0,207.991,0,11679,-2500
21-Aug-12,273.259,204.034,-69.225,92.752,6.249,99.001,75.331,20.99,8.712,0,204.034,0,11885,-2600
22-Aug-12,288.103,202.218,-85.885,91.106,4.978,96.084,74.907,20.565,10.662,0,202.218,0,12462,-3500
23-Aug-12,275.506,210.254,-65.252,90.784,5.615,96.399,79.329,25.924,8.602,0,210.254,0,12065,-3000
24-Aug-12,278.422,202.822,-75.6,89.831,6.15,95.981,72.281,25.905,8.655,0,202.822,0,12046,-3300
25-Aug-12,264.524,202.912,-61.612,88.258,4.944,93.202,74.333,25.791,9.586,0,202.912,0,11605,-2700
26-Aug-12,254.524,204.171,-50.353,82.345,4.557,86.902,79.938,28.606,8.725,0,204.171,0,11668,-2700
27-Aug-12,254.655,205.058,-49.597,82.595,4.861,87.456,78.286,28.745,10.571,0,205.058,0,11621,-2300
28-Aug-12,263.698,202.197,-61.501,83.593,5.561,89.154,80.015,22.924,10.104,0,202.197,0,11836,-2800
29-Aug-12,271.734,203.437,-68.297,88.76,5.465,94.225,76.189,23.407,9.616,0,203.437,0,11782,-2900
30-Aug-12,254.745,209.012,-45.733,86.8,4.885,91.685,84.809,22.468,10.05,0,209.012,0,11303,-2000
31-Aug-12,258.881,212.043,-46.838,82.554,9.14,91.694,86.495,22.785,11.069,0,212.043,0,11865,-2000
01-Sep-12,264.186,211.693,-52.493,82.149,8.305,90.454,86.136,24.047,11.056,0,211.693,0,12372,-2500
02-Sep-12,261.139,218.353,-42.786,82.237,6.985,89.222,91.26,26.415,11.456,0,218.353,0,11945,-2000
03-Sep-12,248.594,208.941,-39.653,82.067,5.443,87.51,85.164,24.65,11.617,0,208.941,0,11395,-1750
04-Sep-12,223.712,203.542,-20.17,76.352,10.005,86.357,86.169,20.296,10.72,0,203.542,0,10503,-1200
05-Sep-12,242.34,210.186,-32.154,75.045,11.913,86.958,92.156,20.384,10.688,0,210.186,0,10742,-1600
06-Sep-12,258.918,209.294,-49.624,83.081,12.781,95.862,81.434,22.43,9.568,0,209.294,0,11215,-2000
07-Sep-12,272.627,215.793,-56.834,91.304,11.661,102.965,81.098,21.3,10.43,0,215.793,0,11488,-2000
08-Sep-12,274.887,212.714,-62.173,91.309,15.096,106.405,76.035,21.054,9.22,0,212.714,0,12061,-2000
09-Sep-12,267.524,223.903,-43.621,94.117,14.438,108.555,77.937,26.05,11.361,0,223.903,0,11568,-1600
10-Sep-12,266.129,218.54,-47.589,90.78,14.645,105.425,75.33,25.075,12.71,0,218.54,0,11680,-1800
11-Sep-12,263.589,209.356,-54.233,87.504,16.414,103.918,78.308,17.051,10.079,0,209.356,0,11619,-2200
12-Sep-12,276.469,218.426,-58.043,89.735,14.451,104.186,85.019,19.472,9.749,0,218.426,0,11783,-1750
13-Sep-12,278.723,220.563,-58.16,90.002,17.492,107.494,82.105,21.318,9.646,0,220.563,0,12356,-2000
14-Sep-12,284.052,220.283,-63.769,88.068,19.908,107.976,81.362,20.941,10.004,0,220.283,0,12473,-2500
15-Sep-12,278.658,216.172,-62.486,87.526,18.109,105.635,83.893,16.81,9.834,0,216.172,0,12859,-3000
16-Sep-12,281.872,211.329,-70.543,91.699,20.141,111.84,70.69,18.279,10.52,0,211.329,0,11738,-2000
17-Sep-12,290.602,220.243,-70.359,93.867,26.271,120.138,70.363,19.983,9.759,0,220.243,0,13310,-3000
18-Sep-12,289.242,215.154,-74.088,89.453,24.98,114.433,76.448,15.587,8.686,0,215.154,0,12588,-3000
19-Sep-12,297.645,214.83,-82.815,89.046,23.577,112.623,75.582,18.678,7.947,0,214.83,0,12887,-3300
20-Sep-12,290.989,219.098,-71.891,92.646,22.888,115.534,73.513,22.686,7.365,0,219.098,0,12757,-3100
21-Sep-12,285.607,228.107,-57.5,93.984,24.98,118.964,77.313,23.143,8.687,0,228.107,0,12766,-2500
22-Sep-12,279.107,230.915,-48.192,93.781,25.955,119.736,79.435,22.896,8.848,0,230.915,0,12938,-2500
23-Sep-12,277.539,219.573,-57.966,88.019,23.091,111.11,80.165,22.386,5.912,0,219.573,0,12999,-3000
24-Sep-12,283.601,215.709,-67.892,88.442,25.247,113.689,77.256,19.271,5.493,0,215.709,0,12996,-3000
25-Sep-12,293.288,219.431,-73.857,92.481,23.837,116.318,74.846,17.404,10.863,0,219.431,0,13098,-3100
26-Sep-12,295.09,218.349,-76.741,94.139,20.751,114.89,74.45,18.483,10.526,0,218.349,0,12734,-3300
27-Sep-12,297.827,213.946,-83.881,92.296,16.13,108.426,75.026,20.55,9.944,0,213.946,0,12631,-3600
28-Sep-12,301.301,219.067,-82.234,96.287,15.508,111.795,76.475,20.855,9.942,0,219.067,0,13005,-3600
29-Sep-12,290.17,216.216,-73.954,96.767,13.536,110.303,79.243,18.909,7.761,0,216.216,0,12378,-3000
30-Sep-12,266.38,217.458,-48.922,92.958,10.349,103.307,82.486,22.752,8.913,0,217.458,0,12338,-3000
01-Oct-12,256.165,213.738,-42.427,92.644,6.961,99.605,77.761,27.857,8.515,0,213.738,0,11282,-1800
02-Oct-12,238.841,199.612,-39.229,89.731,3.621,93.352,73.056,24.248,8.956,0,199.612,0,10684,-1600
03-Oct-12,245.088,206.769,-38.319,85.542,5.426,90.968,73.578,29.184,13.039,0,206.769,0,11036,-1600
04-Oct-12,253.763,212.511,-41.252,87.862,5.945,93.807,74.128,32.417,12.159,0,212.511,0,11217,-1800
05-Oct-12,268.947,216.054,-52.893,88.265,10.356,98.621,74.033,31.255,12.145,0,216.054,0,12010,-2500
06-Oct-12,261.784,204.755,-57.029,86.939,13.583,100.522,71.734,21.105,11.394,0,204.755,0,11425,-2300
07-Oct-12,269.055,204.601,-64.454,82.139,14.761,96.9,79.577,19.17,8.954,0,204.601,0,11851,-3000
08-Oct-12,277.607,222.315,-55.292,87.771,9.829,97.6,93.831,22.129,8.755,0,222.315,0,12245,-2500
09-Oct-12,282.899,229.088,-53.811,86.872,14.856,101.728,91.819,26.722,8.819,0,229.088,0,12578,-2200
10-Oct-12,289.623,229.623,-60,85.826,24.107,109.933,83.89,27.161,8.639,0,229.623,0,12769,-2500
11-Oct-12,292.423,229.325,-63.098,85.89,24.324,110.214,86.077,23.684,9.35,0,229.325,0,13011,-2700
12-Oct-12,295.866,236.135,-59.731,96.143,15.334,111.477,92.281,22.978,9.399,0,236.135,0,13011,-2600
13-Oct-12,292.207,236.758,-55.449,95.479,12.737,108.216,97.724,22.05,8.768,0,236.758,0,12936,-2500
14-Oct-12,286.304,224.935,-61.369,91.528,14.684,106.212,91.868,17.787,9.068,0,224.935,0,12699,-2700
15-Oct-12,296.628,231.01,-65.618,94.285,13.333,107.618,93.37,20.707,9.315,0,231.01,0,12185,-2000
16-Oct-12,295.817,233.139,-62.678,85.833,19.385,105.218,92.007,26.325,9.589,0,233.139,0,12449,-2000
17-Oct-12,295.842,227.928,-67.914,82.936,24.172,107.108,92.32,18.786,9.714,0,227.928,0,13033,-3000
18-Oct-12,296.828,228.03,-68.798,93.087,17.26,110.347,91.304,16.48,9.899,0,228.03,0,13324,-3000
19-Oct-12,289.924,235.579,-54.345,99.436,11.281,110.717,93,19.171,12.691,0,235.579,0,12932,-2300
20-Oct-12,269.542,230.431,-39.111,93.604,6.511,100.115,95.773,21.83,12.713,0,230.431,0,12234,-1700
21-Oct-12,256.16,223.043,-33.117,88.05,10.28,98.33,95.839,17.629,11.245,0,223.043,0,11935,-1900
22-Oct-12,260.897,226.178,-34.719,83.159,9.921,93.08,101.626,20.069,11.403,0,226.178,0,11989,-1925
23-Oct-12,264.045,229.239,-34.806,81.733,8.366,90.099,103.983,26.973,8.184,0,229.239,0,10436,-200
24-Oct-12,268.583,228.764,-39.819,80.898,10.33,91.228,99.458,29.128,8.95,0,228.764,0,12401,-1500
25-Oct-12,268.699,223.943,-44.756,88.738,11.923,100.661,91.722,22.614,8.946,0,223.943,0,12145,-2000
26-Oct-12,279.708,225.872,-53.836,90.134,14.72,104.854,91.792,20.059,9.167,0,225.872,0,12339,-2200
27-Oct-12,280.531,231.691,-48.84,93.925,15.742,109.667,89.204,23.374,9.446,0,231.691,0,12691,-2300
28-Oct-12,276.521,227.295,-49.226,93.551,14.274,107.825,88.92,20.702,9.848,0,227.295,0,12387,-2300
29-Oct-12,286.088,229.621,-56.467,93.558,12.753,106.311,91.614,20.009,11.687,0,229.621,0,12244,-2450
30-Oct-12,284.889,229.273,-55.616,87.15,13.824,100.974,92.279,24.302,11.718,0,229.273,0,12128,-2200
31-Oct-12,261.202,225.727,-35.475,87.583,9.515,97.098,97.117,21.427,10.085,0,225.727,0,12139,-2000
01-Nov-12,225.027,198.247,-26.78,80.551,11.462,92.013,86.618,15.855,3.761,0,198.247,0,10483,-1500
02-Nov-12,218.671,191.201,-27.47,82.602,7.539,90.141,79.831,17.633,3.596,0,191.201,0,9801,-1200
03-Nov-12,224.272,189.68,-34.592,78.973,9.647,88.62,49.254,17.872,33.934,0,189.68,0,9994,-1400
04-Nov-12,221.15,188.172,-32.978,83.453,13.152,96.605,70.873,18.03,2.664,0,188.172,0,10160,-1400
05-Nov-12,238.247,197.841,-40.406,86.855,11.864,98.719,71.631,18.916,8.575,0,197.841,0,10677,-1800
06-Nov-12,243.112,201.584,-41.528,84.176,14.957,99.133,66.714,24.794,10.943,0,201.584,0,11113,-2000
07-Nov-12,254.117,207.805,-46.312,79.002,14.85,93.852,73.895,28.952,11.106,0,207.805,0,11634,-2500
08-Nov-12,259.915,211.1,-48.815,84.68,13.435,98.115,75.747,25.916,11.322,0,211.1,0,11365,-2100
09-Nov-12,253.824,209.274,-44.55,90.051,11.444,101.495,74.735,22.428,10.616,0,209.274,0,11235,-2000
10-Nov-12,250.158,206.92,-43.238,86.033,11.498,97.531,79.8,20.663,8.926,0,206.92,0,10866,-1800
11-Nov-12,248.034,203.773,-44.261,89.966,10.04,100.006,88.131,13.166,2.47,0,203.773,0,11479,-1900
12-Nov-12,250.63,207.082,-43.548,90.51,7.596,98.106,85.45,12.95,10.576,0,207.082,0,11188,-1900
13-Nov-12,244.138,203.444,-40.694,85.48,6.761,92.241,89.931,13.337,7.935,0,203.444,0,11416,-1800
14-Nov-12,245.667,203.428,-42.239,86.339,5.946,92.285,87.572,12.852,10.719,0,203.428,0,11303,-2000
15-Nov-12,255.141,207.112,-48.029,84.494,13.128,97.622,85.393,12.503,11.594,0,207.112,0,11919,-2500
16-Nov-12,254.037,206.859,-47.178,80.914,15.917,96.831,89.618,12.493,7.917,0,206.859,0,11225,-2000
17-Nov-12,246.192,207.444,-38.748,84.656,14.242,98.898,89.454,11.539,7.553,0,207.444,0,11414,-1600
18-Nov-12,243.124,206.699,-36.425,95.445,12.776,108.221,77.878,12.207,8.393,0,206.699,0,11214,-1500
19-Nov-12,251.483,209.679,-41.804,98.619,11.356,109.975,74.831,15.333,9.54,0,209.679,0,11623,-1800
20-Nov-12,261.658,217.268,-44.39,97.361,9.355,106.716,79.429,20.966,10.157,0,217.268,0,12131,-2000
21-Nov-12,266.683,217.084,-49.599,84.104,16.271,100.375,88.593,15.391,12.725,0,217.084,0,12169,-2200
22-Nov-12,265.798,218.757,-47.041,90.552,9.435,99.987,94.841,13.679,10.25,0,218.757,0,11764,-2200
23-Nov-12,261.232,220.425,-40.807,87.488,8.123,95.611,95.847,18.746,10.221,0,220.425,0,10081,-200
24-Nov-12,258.05,220.175,-37.875,83.2,9.414,92.614,93.987,24.958,8.616,0,220.175,0,11417,-1600
25-Nov-12,252.93,217.34,-35.59,86.001,11.402,97.403,90.781,20.298,8.858,0,217.34,0,11540,-1500
26-Nov-12,263.304,214.538,-48.766,86.632,14.882,101.514,84.503,19.551,8.97,0,214.538,0,11348,-2000
27-Nov-12,265.326,214.792,-50.534,92.665,11.059,103.724,83.646,19.273,8.149,0,214.792,0,11271,-2100
28-Nov-12,264.946,220.627,-44.319,87.947,9.04,96.987,93.973,21.852,7.815,0,220.627,0,11755,-2000
29-Nov-12,265.601,221.551,-44.05,82.368,7.12,89.488,93.415,28.24,10.408,0,221.551,0,12217,-2000
30-Nov-12,260.667,218.078,-42.589,83.684,6.612,90.296,93.284,24.283,10.215,0,218.078,0,12152,-2000
01-Dec-12,258.596,216.544,-42.052,87.889,6.789,94.678,93.644,18.17,10.052,0,216.544,0,11574,-2000
02-Dec-12,252.034,210.117,-41.917,86.439,8.054,94.493,88.529,17.967,9.128,0,210.117,0,11211,-1800
03-Dec-12,255.971,213.545,-42.426,87.294,6.943,94.237,92.176,19.156,7.976,0,213.545,0,11243,-1800
04-Dec-12,254.189,212.97,-41.219,90.791,7.307,98.098,86.343,19.252,9.277,0,212.97,0,11357,-1800
05-Dec-12,254.359,209.329,-45.03,93.007,11.337,104.344,81.418,14.112,9.455,0,209.329,0,11253,-1900
06-Dec-12,265.628,212.074,-53.554,91.469,9.284,100.753,81.203,18.11,12.008,0,212.074,0,11487,-2300
07-Dec-12,268.281,213.667,-54.614,89.949,7.595,97.544,88.741,18.286,9.096,0,213.667,0,11853,-2500
08-Dec-12,266.481,206.646,-59.835,82.488,6.825,89.313,90.47,16.83,10.033,0,206.646,0,11720,-2750
09-Dec-12,264.017,208.5,-55.517,82.801,7.053,89.854,91.503,16.788,10.355,0,208.5,0,11348,-2500
10-Dec-12,271.497,215.914,-55.583,84.352,7.546,91.898,97.048,16.889,10.079,0,215.914,0,11803,-2400
11-Dec-12,270.29,224.569,-45.721,95.51,5.287,100.797,96.275,18.463,9.034,0,224.569,0,11706,-2000
12-Dec-12,278.057,228.274,-49.783,93.923,5.516,99.439,98.248,20.551,10.036,0,228.274,0,12143,-2000
13-Dec-12,278.73,228.516,-50.214,94.366,3.856,98.222,100.005,21.409,8.88,0,228.516,0,11918,-2000
14-Dec-12,279.91,230.484,-49.426,96.669,3.502,100.171,99.386,21.849,9.078,0,230.484,0,12696,-2400
15-Dec-12,273.956,226.618,-47.338,97.046,2.7,99.746,100.491,17.821,8.56,0,226.618,0,11893,-2300
16-Dec-12,264.25,222.177,-42.073,95.056,2.217,97.273,97.303,15.736,11.865,0,222.177,0,11712,-2000
17-Dec-12,271.461,222.028,-49.433,90.547,1.553,92.1,102.171,15.958,11.799,0,222.028,0,11799,-2250
18-Dec-12,272.271,217.879,-54.392,85.029,2.734,87.763,102.559,17.483,10.074,0,217.879,0,11648,-2400
19-Dec-12,277.586,219.432,-58.154,82.156,3.129,85.285,110.181,14.845,9.121,0,219.432,0,11925,-2500
